transaction_id,price,date,postcode,property_type,tenure_type,street,town_city,district,county
{09266DDC-4F88-AF90-E063-4704A8C02087},100000.0,2021-06-07,BS10 5FE,O,F,CINDERFORD CLOSE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{3B5CE841-714E-EE3A-E063-4804A8C0D6F1},327950.0,2021-12-22,BS13 0FF,T,F,BUTTERFLY LANE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C18F412B-9877-81A6-E053-6B04A8C0AD18},154000.0,2021-02-10,BS10 6JE,O,L,ROCKSTOWES WAY,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C18F412B-987C-81A6-E053-6B04A8C0AD18},225000.0,2021-01-29,BS15 8BP,T,F,HILLSIDE AVENUE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C18F412B-9884-81A6-E053-6B04A8C0AD18},220000.0,2021-01-28,BS4 4QL,S,F,BIRCHWOOD ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C18F412B-9887-81A6-E053-6B04A8C0AD18},154000.0,2021-02-10,BS10 6JE,O,F,ROCKSTOWES WAY,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C18F412B-9888-81A6-E053-6B04A8C0AD18},270000.0,2021-02-03,BS15 1JT,T,F,SOUNDWELL ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C18F412B-988B-81A6-E053-6B04A8C0AD18},950.0,2021-01-20,BS3 2QA,O,F,ASHTON DRIVE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C18F412B-988E-81A6-E053-6B04A8C0AD18},1250.0,2021-02-03,BS1 6XQ,O,F,AVON CRESCENT,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C18F412B-9893-81A6-E053-6B04A8C0AD18},150000.0,2021-02-16,BS11 9TD,F,L,PRIORY ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C18F412B-9895-81A6-E053-6B04A8C0AD18},160000.0,2021-02-03,BS10 7EG,T,F,GRAYLE ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C18F412B-9898-81A6-E053-6B04A8C0AD18},175000.0,2021-02-12,BS7 8SF,O,F,HUGHENDEN ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C18F412B-989C-81A6-E053-6B04A8C0AD18},240000.0,2021-02-16,BS8 2BQ,F,L,SOUTHLEIGH ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C18F412B-98A3-81A6-E053-6B04A8C0AD18},395000.0,2021-01-08,BS16 3DU,T,F,FISHPONDS ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C18F412B-98A9-81A6-E053-6B04A8C0AD18},108000.0,2021-02-19,BS4 2BU,T,F,WELLS ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C18F412B-98AA-81A6-E053-6B04A8C0AD18},381000.0,2021-02-11,BS5 7LY,O,F,BELL HILL ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C18F412B-98AB-81A6-E053-6B04A8C0AD18},252500.0,2021-02-12,BS16 3UP,O,F,FISHPONDS ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C18F412B-98AC-81A6-E053-6B04A8C0AD18},275000.0,2021-01-18,BS5 8BW,T,F,TROOPERS HILL ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C18F412B-98AD-81A6-E053-6B04A8C0AD18},390000.0,2021-03-31,BS3 4EB,O,F,STILLHOUSE LANE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{34222873-0FF2-4D2B-E063-4704A8C07853},389950.0,2021-09-28,BS6 7NQ,O,F,DEVONSHIRE ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C18F412B-98B5-81A6-E053-6B04A8C0AD18},20000.0,2021-02-08,BS5 8RE,O,F,ST ANNES ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C18F412B-98B7-81A6-E053-6B04A8C0AD18},180000.0,2021-02-10,BS8 2TQ,F,L,DOWNFIELD ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C18F412B-98B9-81A6-E053-6B04A8C0AD18},165000.0,2021-02-15,BS3 4AN,O,L,VICTORIA GROVE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C18F412B-98BA-81A6-E053-6B04A8C0AD18},170000.0,2021-02-15,BS14 8DB,T,F,WHITTOCK ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C18F412B-98BB-81A6-E053-6B04A8C0AD18},447500.0,2021-03-23,BS13 8DA,O,F,WESTWARD ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C18F412B-98BC-81A6-E053-6B04A8C0AD18},210000.0,2021-02-22,BS10 5EN,T,F,SOUTHMEAD ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C18F412B-98BD-81A6-E053-6B04A8C0AD18},120000.0,2021-01-08,BS5 8EJ,O,F,RICHMOND ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C18F412B-98BE-81A6-E053-6B04A8C0AD18},210000.0,2021-02-10,BS4 1LT,T,F,ILMINSTER AVENUE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C18F412B-98BF-81A6-E053-6B04A8C0AD18},156000.0,2021-02-02,BS7 9XS,S,F,HOGARTH WALK,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{34222873-1272-4D2B-E063-4704A8C07853},389950.0,2021-09-28,BS6 7NQ,O,L,DEVONSHIRE ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C18F412B-99ED-81A6-E053-6B04A8C0AD18},295000.0,2021-02-24,BS7 9EU,O,F,KENNINGTON AVENUE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C18F412B-99EE-81A6-E053-6B04A8C0AD18},345000.0,2021-01-20,BS7 0EE,T,F,WORDSWORTH ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C18F412B-99EF-81A6-E053-6B04A8C0AD18},157500.0,2021-02-05,BS2 0FB,F,L,SWEETMAN PLACE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C18F412B-99F0-81A6-E053-6B04A8C0AD18},305000.0,2021-02-10,BS5 6TX,S,F,SIR JOHNS LANE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C18F412B-99F6-81A6-E053-6B04A8C0AD18},650000.0,2021-02-03,BS6 5RW,O,L,CHELTENHAM ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C18F412B-99F8-81A6-E053-6B04A8C0AD18},12500.0,2021-03-29,BS6 7XR,O,L,KELLAWAY AVENUE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C18F412B-99FA-81A6-E053-6B04A8C0AD18},260000.0,2021-01-26,BS7 9JW,F,L,ASHLEY DOWN ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C18F412B-99FC-81A6-E053-6B04A8C0AD18},120000.0,2021-01-28,BS4 4QL,S,F,BIRCHWOOD ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C18F412B-9A07-81A6-E053-6B04A8C0AD18},435000.0,2021-01-29,BS2 9NY,T,F,NEWFOUNDLAND ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C18F412B-9A0A-81A6-E053-6B04A8C0AD18},192500.0,2021-01-08,BS2 0ER,O,F,OLD MARKET STREET,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C18F412B-9A0B-81A6-E053-6B04A8C0AD18},340000.0,2021-03-19,BS7 9JN,T,F,ASHLEY DOWN ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C18F412B-9A0C-81A6-E053-6B04A8C0AD18},220000.0,2021-04-16,BS13 0DN,S,F,CROSSCOMBE DRIVE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C18F412B-9A0D-81A6-E053-6B04A8C0AD18},455000.0,2021-01-29,BS8 2UE,T,F,WORRALL ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C18F412B-9A0F-81A6-E053-6B04A8C0AD18},381000.0,2021-02-11,BS5 7LY,O,F,BELL HILL ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C18F412B-9A10-81A6-E053-6B04A8C0AD18},350000.0,2021-01-29,BS11 0HN,T,F,HOME GROUND,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C18F412B-9A11-81A6-E053-6B04A8C0AD18},245000.0,2021-04-01,BS3 1RF,O,F,CORONATION ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C18F412B-9A12-81A6-E053-6B04A8C0AD18},204000.0,2021-02-26,BS8 2RY,T,F,WHITELADIES ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C18F412B-9A13-81A6-E053-6B04A8C0AD18},237500.0,2021-03-17,BS11 9EP,T,F,RICHMOND VILLAS,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C18F412B-9A15-81A6-E053-6B04A8C0AD18},150000.0,2021-02-15,BS10 6TP,F,L,ST STEPHENS CLOSE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C18F412B-9A16-81A6-E053-6B04A8C0AD18},320000.0,2021-01-29,BS7 9JT,F,L,ASHLEY DOWN ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C18F412B-9A18-81A6-E053-6B04A8C0AD18},265000.0,2021-01-29,BS4 4HT,T,F,WICK ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C18F412B-9A19-81A6-E053-6B04A8C0AD18},255000.0,2021-04-01,BS2 8NZ,F,L,MONTAGUE STREET,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C18F412B-9A1A-81A6-E053-6B04A8C0AD18},525000.0,2021-01-19,BS8 2ST,F,L,APSLEY ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C18F412B-9A1B-81A6-E053-6B04A8C0AD18},157500.0,2021-02-05,BS2 0PL,F,L,WATERLOO ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{152AB734-6B09-E651-E063-4704A8C061D9},50000.0,2021-02-11,BS11 9PF,O,F,ST MARYS ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{2859C1AB-8807-52B4-E063-4804A8C05948},200000.0,2021-09-16,BS1 2NR,F,L,LEWINS MEAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{2859C1AB-8808-52B4-E063-4804A8C05948},275000.0,2021-07-30,BS2 0GF,F,L,LAWFORD STREET,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{2859C1AB-8838-52B4-E063-4804A8C05948},295000.0,2021-09-17,BS4 4QS,S,F,BIRCHWOOD ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{2859C1AB-883A-52B4-E063-4804A8C05948},383500.0,2021-03-30,BS16 2JT,T,F,PARKLANDS,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{2859C1AB-883B-52B4-E063-4804A8C05948},310000.0,2021-12-10,BS4 2DQ,T,F,ST AGNES GARDENS,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C18F412B-4BF9-81A6-E053-6B04A8C0AD18},199995.0,2021-01-29,BS14 9LL,T,F,NEW FOSSEWAY ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{09266DDC-4F8D-AF90-E063-4704A8C02087},450000.0,2021-12-22,BS1 1YA,O,L,CLARE STREET,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{09266DDC-4F9D-AF90-E063-4704A8C02087},265000.0,2021-06-03,BS3 4UL,T,F,STEVENS CRESCENT,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{09266DDC-4FA7-AF90-E063-4704A8C02087},56484.0,2021-03-18,BS5 9PQ,O,F,NETHAM ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{38EDC0C3-9436-0F63-E063-4704A8C00424},240000.0,2021-01-14,BS6 5EX,O,L,CROMWELL ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-62F8-362B-E053-6B04A8C03ACC},347500.0,2021-03-12,BS10 5LJ,T,F,KINGSHOLM ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-62FA-362B-E053-6B04A8C03ACC},470000.0,2021-04-23,BS9 3LG,S,F,NORTHOVER ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-62FB-362B-E053-6B04A8C03ACC},225000.0,2021-02-26,BS4 1JW,T,F,BARNSTAPLE ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-62FC-362B-E053-6B04A8C03ACC},231500.0,2021-03-19,BS15 1NE,T,F,PROSPECT AVENUE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-62FF-362B-E053-6B04A8C03ACC},252500.0,2021-02-09,BS5 8BU,T,F,TROOPERS HILL ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-6302-362B-E053-6B04A8C03ACC},290000.0,2021-03-31,BS10 6LD,S,F,PENSFIELD PARK,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-6303-362B-E053-6B04A8C03ACC},294125.0,2021-03-03,BS3 3BJ,T,F,BRITISH ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-6304-362B-E053-6B04A8C03ACC},530000.0,2021-04-09,BS4 2EZ,T,F,NORTON ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-6305-362B-E053-6B04A8C03ACC},440000.0,2021-02-25,BS6 6XJ,F,L,DURDHAM PARK,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-6306-362B-E053-6B04A8C03ACC},277500.0,2021-02-26,BS5 9EA,T,F,VICTORIA PARADE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-6307-362B-E053-6B04A8C03ACC},330000.0,2021-03-19,BS5 9RS,T,F,AVON PARK,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-6308-362B-E053-6B04A8C03ACC},440000.0,2021-05-14,BS3 3JU,T,F,GARNET STREET,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-6309-362B-E053-6B04A8C03ACC},305000.0,2021-03-01,BS3 5PN,T,F,HALL STREET,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-630A-362B-E053-6B04A8C03ACC},520200.0,2021-02-16,BS10 5ET,S,F,WELLINGTON WALK,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-630B-362B-E053-6B04A8C03ACC},305000.0,2021-02-15,BS4 4HD,T,F,TRELAWNEY PARK,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-630C-362B-E053-6B04A8C03ACC},170000.0,2021-04-01,BS4 1SQ,T,F,APPLEBY WALK,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-630D-362B-E053-6B04A8C03ACC},251000.0,2021-05-10,BS9 3LU,F,L,WESTOVER RISE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-630E-362B-E053-6B04A8C03ACC},525000.0,2021-03-23,BS4 2DN,T,F,BELLUTON ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-6310-362B-E053-6B04A8C03ACC},321000.0,2021-02-23,BS9 2NB,S,F,SYLVAN WAY,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-6311-362B-E053-6B04A8C03ACC},415000.0,2021-05-13,BS3 1SZ,T,F,ASHTON GATE ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-6314-362B-E053-6B04A8C03ACC},275000.0,2021-02-25,BS16 2HT,T,F,CLAVERHAM ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-6315-362B-E053-6B04A8C03ACC},450000.0,2021-02-23,BS3 4PB,T,F,MENDIP ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-6316-362B-E053-6B04A8C03ACC},235000.0,2021-02-17,BS9 3LZ,F,L,WESTOVER ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-6317-362B-E053-6B04A8C03ACC},225000.0,2021-02-12,BS10 7PB,T,F,DOLMAN CLOSE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-6318-362B-E053-6B04A8C03ACC},385000.0,2021-03-16,BS9 1DH,T,F,YEOMANS CLOSE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-631A-362B-E053-6B04A8C03ACC},244950.0,2021-02-24,BS5 7UF,T,F,DEEP PIT ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{152AB733-8653-E651-E063-4704A8C061D9},386500.0,2021-12-02,BS8 2PS,F,L,WHATLEY ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-6247-362B-E053-6B04A8C03ACC},347000.0,2021-02-11,BS3 1DY,T,F,MERRYWOOD ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-6248-362B-E053-6B04A8C03ACC},207500.0,2021-01-29,BS3 3HP,F,L,AVONLEIGH ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-6249-362B-E053-6B04A8C03ACC},325000.0,2021-05-12,BS3 5NN,T,F,AYLESBURY CRESCENT,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-624A-362B-E053-6B04A8C03ACC},178950.0,2021-03-17,BS5 9NU,F,L,LEWIN STREET,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-624C-362B-E053-6B04A8C03ACC},369950.0,2021-01-13,BS7 0BG,T,F,AMIS WALK,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-624D-362B-E053-6B04A8C03ACC},200050.0,2021-03-08,BS5 9DN,F,L,COOKSLEY ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-624E-362B-E053-6B04A8C03ACC},390000.0,2021-02-18,BS5 7AA,T,F,LYNDALE ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-624F-362B-E053-6B04A8C03ACC},164000.0,2021-03-19,BS5 7HG,F,L,HUDDS VALE ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-6250-362B-E053-6B04A8C03ACC},245000.0,2021-02-26,BS7 8PD,F,L,GLOUCESTER ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-6252-362B-E053-6B04A8C03ACC},140000.0,2021-02-26,BS16 4LE,F,L,MARKET SQUARE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-6253-362B-E053-6B04A8C03ACC},325000.0,2021-02-19,BS14 9BH,S,F,ACER VILLAGE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-6254-362B-E053-6B04A8C03ACC},240000.0,2021-02-26,BS8 1EU,F,L,JACOBS WELLS ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-6255-362B-E053-6B04A8C03ACC},187500.0,2021-02-23,BS7 0AL,F,L,FILTON GROVE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-6256-362B-E053-6B04A8C03ACC},167500.0,2021-02-23,BS7 0AL,F,L,FILTON GROVE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-6257-362B-E053-6B04A8C03ACC},345000.0,2021-04-09,BS5 7LN,T,F,MARLING ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-6258-362B-E053-6B04A8C03ACC},315000.0,2021-02-16,BS14 0JS,S,F,HIGHDALE CLOSE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-6259-362B-E053-6B04A8C03ACC},430000.0,2021-02-11,BS8 4DE,F,L,CORNWALLIS GROVE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-625A-362B-E053-6B04A8C03ACC},340000.0,2021-03-17,BS16 4LR,T,F,CLIFFORD ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-625B-362B-E053-6B04A8C03ACC},195000.0,2021-02-01,BS7 0PP,F,L,EMERSON SQUARE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-625C-362B-E053-6B04A8C03ACC},320000.0,2021-05-21,BS3 2LE,S,F,BOWER ASHTON TERRACE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-625E-362B-E053-6B04A8C03ACC},67500.0,2021-02-24,BS1 5AD,F,L,LIME KILN ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-625F-362B-E053-6B04A8C03ACC},361375.0,2021-03-23,BS4 3BS,T,F,ARNOS STREET,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-6260-362B-E053-6B04A8C03ACC},425000.0,2021-02-19,BS3 1LU,T,F,GATHORNE ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-6262-362B-E053-6B04A8C03ACC},315000.0,2021-03-12,BS14 8JF,S,F,STOCKWOOD ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-6267-362B-E053-6B04A8C03ACC},335000.0,2021-02-18,BS5 9AW,T,F,WESTMINSTER ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-6268-362B-E053-6B04A8C03ACC},269130.0,2021-03-25,BS14 9BT,S,F,PETHERTON GARDENS,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-6269-362B-E053-6B04A8C03ACC},610000.0,2021-02-22,BS8 1DB,F,L,BELLEVUE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-626A-362B-E053-6B04A8C03ACC},277500.0,2021-03-05,BS5 0SU,T,F,WEBB STREET,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-626B-362B-E053-6B04A8C03ACC},295000.0,2021-03-22,BS13 7JB,T,F,LEWIS ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-626C-362B-E053-6B04A8C03ACC},207000.0,2021-02-26,BS3 2BG,T,F,SANDERS CLOSE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-626D-362B-E053-6B04A8C03ACC},366500.0,2021-02-24,BS16 1EE,S,F,HAM LANE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-626E-362B-E053-6B04A8C03ACC},235000.0,2021-03-19,BS3 2BF,F,L,PAXTON DRIVE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-626F-362B-E053-6B04A8C03ACC},199000.0,2021-03-26,BS7 0FJ,F,L,SEVASTOPOL ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-6270-362B-E053-6B04A8C03ACC},285000.0,2021-03-03,BS16 1GR,S,F,LEADER STREET,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-6271-362B-E053-6B04A8C03ACC},297000.0,2021-02-25,BS5 9DT,T,F,ALBION STREET,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-6272-362B-E053-6B04A8C03ACC},272500.0,2021-02-02,BS5 7TB,T,F,PARADE COURT,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-6274-362B-E053-6B04A8C03ACC},287500.0,2021-05-11,BS8 2AD,F,L,WOODLAND ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-6275-362B-E053-6B04A8C03ACC},279000.0,2021-01-05,BS5 7HX,T,F,HUDDS VALE ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-6276-362B-E053-6B04A8C03ACC},338000.0,2021-02-19,BS3 1LH,T,F,FAIRFIELD PLACE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-6277-362B-E053-6B04A8C03ACC},435000.0,2021-03-08,BS16 1GP,D,F,LONG WOOD MEADOWS,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-6278-362B-E053-6B04A8C03ACC},475000.0,2021-02-18,BS16 1GP,D,F,LONG WOOD MEADOWS,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-6279-362B-E053-6B04A8C03ACC},260000.0,2021-03-15,BS4 2JA,F,L,SOMERSET ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-627A-362B-E053-6B04A8C03ACC},260000.0,2021-03-15,BS4 2JA,F,F,SOMERSET ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-627E-362B-E053-6B04A8C03ACC},300000.0,2021-02-05,BS1 3DH,F,L,BROAD WEIR,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-6283-362B-E053-6B04A8C03ACC},157000.0,2021-02-24,BS2 0HB,F,L,OLD MARKET STREET,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-6285-362B-E053-6B04A8C03ACC},170000.0,2021-02-01,BS16 2PG,F,L,SHEPPARD ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-6286-362B-E053-6B04A8C03ACC},450000.0,2021-03-19,BS4 2PR,T,F,HENGROVE ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-6287-362B-E053-6B04A8C03ACC},311000.0,2021-03-02,BS5 9DH,T,F,LILLIAN STREET,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-6288-362B-E053-6B04A8C03ACC},336000.0,2021-03-04,BS3 3JG,S,F,PALMYRA ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-6289-362B-E053-6B04A8C03ACC},260000.0,2021-02-15,BS3 4AE,F,L,NORFOLK PLACE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-628A-362B-E053-6B04A8C03ACC},325500.0,2021-03-04,BS6 5NP,T,L,ASHLEY ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-628B-362B-E053-6B04A8C03ACC},330000.0,2021-02-18,BS16 1BF,T,F,HERMITAGE WOOD ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{C3C3F9B5-628E-362B-E053-6B04A8C03ACC},327000.0,2021-03-05,BS5 8LG,S,F,HILLTOP GARDENS,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
